FileID,CrashSeverity,County,CrashDate,PrimaryStreet,Distance,Direction,Weather,NumberOfFatalities,NumberOfInjured,CrashType,FirstVehicleType,FirstVehicleDirection,FirstDriverAge,FirstVehicleLane,FirstVehicleAction,FirstDriverCondition,SecondVehicleType,SecondVehicleDirection,SecondDriverAge,SecondVehicleLane,SecondVehicleAction,SecondDriverCondition,RoadCondition,Lighting,AgencyName,PedestrianInvolved
696,PROPERTY DAMAGE ONLY,CLARK,1/7/16,CIELO VISTA AVE,0,AT INT,CLEAR,0,0,ANGLE,"SEDAN, 4 DOOR",N,Unspecified,0,TURNING LEFT,APPARENTLY NORMAL,CARRY-ALL,E,Unspecified,0,GOING STRAIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,LVMPD,NO
700,PROPERTY DAMAGE ONLY,CLARK,1/7/16,RAMPART BLVD,65,S,CLEAR,0,0,NON-COLLISION,"SEDAN, 4 DOOR",S,Unspecified,0,GOING STRAIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,Unspecified,Unspecified,LVMPD,NO
718,INJURY CRASH,CLARK,1/7/16,S BUFFALO DR,0,AT INT,CLOUDY,0,2,ANGLE,"SEDAN, 4 DOOR",N,69,0,TURNING LEFT,APPARENTLY NORMAL,CARRY-ALL,S,22,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DUSK,LVMPD,NO
730,PROPERTY DAMAGE ONLY,CLARK,1/7/16,VILLAGE CENTER CIR,0,AT INT,CLOUDY,0,0,ANGLE,"HATCHBACK, 4 DOOR",W,Unspecified,0,NOT REPORTED,APPARENTLY NORMAL,CARRY-ALL,S,Unspecified,0,GOING STRAIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,LVMPD,NO
738,INJURY CRASH,CLARK,1/7/16,FORT APACHE RD,50,S,CLOUDY,0,1,NON-COLLISION,MOPED,S,44,3,GOING STRAIGHT,OBSTRUCTED VIEW,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DAYLIGHT,LVMPD,NO
787,PROPERTY DAMAGE ONLY,CLARK,1/7/16,N BUFFALO DR,100,S,CLOUDY,0,0,NON-COLLISION,"SEDAN, 4 DOOR",S,Unspecified,0,DRIVERLESS-MOVING VEHICLE,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DARK - SPOT LIGHTING,NHP,NO
693,PROPERTY DAMAGE ONLY,CLARK,1/7/16,JAMES ST,0,AT INT,CLEAR,0,0,BACKING,BUS,S,Unspecified,0,BACKING UP,APPARENTLY NORMAL,"SEDAN, 4 DOOR",S,Unspecified,0,STOPPED,APPARENTLY NORMAL,Unspecified,Unspecified,CLSD,NO
698,INJURY CRASH,CLARK,1/7/16,SR612,10,S,CLOUDY,0,2,REAR-END,CARRY-ALL,N,68,3,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",N,27,3,STOPPED,APPARENTLY NORMAL,WET,DAYLIGHT,LVMPD,YES
726,INJURY CRASH,CLARK,1/7/16,N PECOS RD,0,AT INT,CLOUDY,0,1,NON-COLLISION,"SEDAN, 4 DOOR",N,81,0,TURNING RIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,YES
746,INJURY CRASH,CLARK,1/7/16,IR15N,193,S,CLOUDY,0,2,REAR-END,PICKUP,N,72,4,GOING STRAIGHT,APPARENTLY NORMAL,SEDAN,N,27,4,STOPPED,APPARENTLY NORMAL,WET,DAYLIGHT,NHP,NO
691,INJURY CRASH,CLARK,1/7/16,SR159,145,E,CLOUDY,0,1,REAR-END,"SEDAN, 4 DOOR",W,24,3,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",E,40,3,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
703,PROPERTY DAMAGE ONLY,CLARK,1/7/16,WYANDOTTE ST,87,S,CLOUDY,0,0,ANGLE,CARRY-ALL,N,22,1,GOING STRAIGHT,APPARENTLY NORMAL,CARRY-ALL,Unspecified,Unspecified,1,PARKED,Unspecified,DRY,DAYLIGHT,LVMPD,NO
717,PROPERTY DAMAGE ONLY,CLARK,1/7/16,ALTA DR,30,E,CLEAR,0,0,REAR-END,"HATCHBACK, 2 DOOR",W,Unspecified,0,GOING STRAIGHT,"FELL ASLEEP, FAINTED, FATIGUED, ETC.","SEDAN, 4 DOOR",W,Unspecified,0,GOING STRAIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,LVMPD,NO
739,PROPERTY DAMAGE ONLY,CLARK,1/7/16,US95S,50,N,CLEAR,0,0,ANGLE,PICKUP,S,Unspecified,3,GOING STRAIGHT,Unspecified,"SEDAN, 4 DOOR",S,28,3,GOING STRAIGHT,HAD BEEN DRINKING,DRY,DARK - SPOT LIGHTING,NHP,NO
741,INJURY CRASH,CLARK,1/7/16,IR15N,900,S,CLEAR,0,1,REAR-END,"TRACTOR TRUCK, GASOLINE",N,45,0,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",N,40,0,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
743,PROPERTY DAMAGE ONLY,CLARK,1/7/16,SR589W/E TO IR15N INT40,25,N,CLEAR,0,0,ANGLE,"SEDAN, 4 DOOR",N,79,0,NOT REPORTED,APPARENTLY NORMAL,UTILITY,N,49,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
749,INJURY CRASH,CLARK,1/7/16,US95N,2640,S,CLOUDY,0,1,NON-COLLISION,"SEDAN, 4 DOOR",N,28,0,GOING STRAIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DARK - SPOT LIGHTING,NHP,NO
750,INJURY CRASH,CLARK,1/7/16,US95N,100,S,CLEAR,0,1,REAR-END,"HATCHBACK, 2 DOOR",N,68,2,GOING STRAIGHT,APPARENTLY NORMAL,PICKUP,N,39,2,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - CONTINUOUS LIGHTING,NHP,NO
752,PROPERTY DAMAGE ONLY,CLARK,1/7/16,US95N,267,S,CLEAR,0,0,REAR-END,"SEDAN, 2 DOOR",N,24,0,NOT REPORTED,APPARENTLY NORMAL,"SEDAN, 4 DOOR",N,21,5,STOPPED,APPARENTLY NORMAL,DRY,DARK - SPOT LIGHTING,NHP,NO
770,PROPERTY DAMAGE ONLY,CLARK,1/7/16,RANCHO DR,10,S,CLEAR,0,0,NON-COLLISION,"HARDTOP, 4 DOOR",S,20,1,TURNING LEFT,OTHER IMPROPER DRIVING,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DARK - SPOT LIGHTING,NHP,NO
689,PROPERTY DAMAGE ONLY,CLARK,1/7/16,GATEWOOD DR,28,N,CLOUDY,0,0,NON-COLLISION,UTILITY,N,65,1,MAKING U-TURN,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DAYLIGHT,LVMPD,NO
713,INJURY CRASH,CLARK,1/7/16,N TORREY PINES DR,300,N,CLOUDY,0,1,NON-COLLISION,"SEDAN, 4 DOOR",N,66,1,GOING STRAIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DAYLIGHT,LVMPD,YES
719,INJURY CRASH,CLARK,1/7/16,STEWART AVE,0,AT INT,CLOUDY,0,1,ANGLE,"SEDAN, 4 DOOR",W,34,0,GOING STRAIGHT,HAD BEEN DRINKING,VAN,S,19,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,NO
721,INJURY CRASH,CLARK,1/7/16,W WASHINGTON AVE,2,W,CLEAR,0,1,ANGLE,Unspecified,Unspecified,Unspecified,1,TURNING LEFT,Unspecified,VAN,W,55,1,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,NO
742,INJURY CRASH,CLARK,1/7/16,US95N TO LAKE MEAD BLVD E INT82,75,W,CLEAR,0,1,REAR-END,"SEDAN, 4 DOOR",N,23,0,GOING STRAIGHT,APPARENTLY NORMAL,CARRY-ALL,N,34,0,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
747,PROPERTY DAMAGE ONLY,CLARK,1/7/16,IR15S,1000,N,CLOUDY,0,0,REAR-END,CARRY-ALL,S,25,2,NOT REPORTED,APPARENTLY NORMAL,SEDAN,S,36,2,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
761,PROPERTY DAMAGE ONLY,CLARK,1/7/16,US95N TO SR604 N/S INT75B,125,S,CLOUDY,0,0,REAR-END,"SEDAN, 4 DOOR",N,34,0,GOING STRAIGHT,Unspecified,PICKUP,N,25,0,STOPPED,APPARENTLY NORMAL,DRY,DUSK,NHP,NO
686,PROPERTY DAMAGE ONLY,CLARK,1/7/16,LONE MOUNTAIN RD,30,E,CLOUDY,0,0,REAR-END,"SEDAN, 4 DOOR",W,40,1,GOING STRAIGHT,APPARENTLY NORMAL,"HATCHBACK, 4 DOOR",E,Unspecified,1,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
781,INJURY CRASH,CLARK,1/7/16,CC215N,1000,S,CLEAR,0,1,NON-COLLISION,"HARDTOP, 2 DOOR",N,46,0,NOT REPORTED,ILLNESS,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DARK - NO LIGHTING,NHP,NO
844,PROPERTY DAMAGE ONLY,CLARK,1/8/16,CC215N,10,W,CLEAR,0,0,"SIDESWIPE, OVERTAKING",COUPE,E,28,1,NOT REPORTED,HAD BEEN DRINKING,CARRY-ALL,E,18,1,STOPPED,APPARENTLY NORMAL,DRY,DARK - SPOT LIGHTING,NHP,NO
631,INJURY CRASH,CLARK,1/8/16,RAMPART BLVD,0,AT INT,CLOUDY,0,4,ANGLE,"SEDAN, 4 DOOR",N,29,0,TURNING LEFT,HAD BEEN DRINKING,"SEDAN, 4 DOOR",S,18,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,NO
811,INJURY CRASH,CLARK,1/8/16,S DURANGO DR,275,N,CLOUDY,0,1,REAR-END,CARRY-ALL,N,74,1,CHANGING LANES,APPARENTLY NORMAL,CARRY-ALL,N,53,1,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
613,INJURY CRASH,CLARK,1/8/16,E BONANZA RD,0,AT INT,CLEAR,0,2,ANGLE,"SEDAN, 4 DOOR",N,22,0,TURNING RIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",E,30,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
626,INJURY CRASH,CLARK,1/8/16,OWENS AVE,20,E,CLEAR,0,1,ANGLE,PICKUP,Unspecified,Unspecified,0,TURNING RIGHT,Unspecified,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,YES
627,PROPERTY DAMAGE ONLY,CLARK,1/8/16,EASTERN AVE,0,AT INT,CLEAR,0,0,REAR-END,Unspecified,Unspecified,Unspecified,0,UNKNOWN,Unspecified,CARRY-ALL,N,20,0,STOPPED,APPARENTLY NORMAL,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,NO
789,INJURY CRASH,CLARK,1/8/16,E BONANZA RD,0,AT INT,CLEAR,0,1,ANGLE,"HARDTOP, 4 DOOR",S,54,0,GOING STRAIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DAYLIGHT,LVMPD,NO
814,PROPERTY DAMAGE ONLY,CLARK,1/8/16,30TH ST,44,S,CLEAR,0,0,ANGLE,"SEDAN, 4 DOOR",E,24,1,TURNING RIGHT,APPARENTLY NORMAL,"TRACTOR TRUCK, DIESEL",N,52,1,PARKED,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
816,PROPERTY DAMAGE ONLY,CLARK,1/8/16,S MAIN ST,0,AT INT,CLEAR,0,0,ANGLE,VAN,N,70,0,TURNING LEFT,APPARENTLY NORMAL,CARRY-ALL,S,26,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
824,PROPERTY DAMAGE ONLY,CLARK,1/8/16,28TH ST,310,N,CLOUDY,0,0,"SIDESWIPE, OVERTAKING","HARDTOP, 2 DOOR",S,39,1,PASSING OTHER VEHICLE,APPARENTLY NORMAL,"SEDAN, 4 DOOR",S,22,1,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
609,INJURY CRASH,CLARK,1/8/16,SR159,75,E,CLOUDY,0,2,ANGLE,"SEDAN, 4 DOOR",N,16,1,NOT REPORTED,APPARENTLY NORMAL,VAN,E,45,1,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
807,PROPERTY DAMAGE ONLY,CLARK,1/8/16,ALPINE PL,345,W,CLEAR,0,0,NON-COLLISION,CARRY-ALL,Unspecified,Unspecified,0,OTHER TURNING MOVEMENT,Unspecified,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DARK - SPOT LIGHTING,LVMPD,NO
821,INJURY CRASH,CLARK,1/8/16,ARVILLE ST,0,AT INT,CLEAR,0,2,ANGLE,"SEDAN, 4 DOOR",W,40,0,TURNING LEFT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",E,56,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
830,PROPERTY DAMAGE ONLY,CLARK,1/8/16,SR159,10,E,CLEAR,0,0,ANGLE,"SEDAN, 4 DOOR",W,59,0,CHANGING LANES,APPARENTLY NORMAL,CARRY-ALL,W,22,0,NOT REPORTED,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
842,PROPERTY DAMAGE ONLY,CLARK,1/8/16,US95S,550,N,CLEAR,0,0,REAR-END,CARRY-ALL,S,45,2,NOT REPORTED,APPARENTLY NORMAL,"TRACTOR TRUCK, DIESEL",S,22,2,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAWN,NHP,NO
608,INJURY CRASH,CLARK,1/8/16,N BRUCE ST,30,S,CLEAR,0,4,REAR-END,"SEDAN, 4 DOOR",N,31,0,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",N,33,0,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
610,PROPERTY DAMAGE ONLY,CLARK,1/8/16,LAS VEGAS BLVD,30,S,CLEAR,0,0,ANGLE,"SEDAN, 4 DOOR",N,32,0,CHANGING LANES,Unspecified,"SEDAN, 4 DOOR",N,28,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
614,INJURY CRASH,CLARK,1/8/16,SR599,0,AT INT,CLEAR,0,2,ANGLE,"SEDAN, 4 DOOR",N,61,0,GOING STRAIGHT,APPARENTLY NORMAL,CARRY-ALL,S,24,0,TURNING LEFT,APPARENTLY NORMAL,DRY,DUSK,LVMPD,NO
620,PROPERTY DAMAGE ONLY,CLARK,1/8/16,N TORREY PINES DR,204,N,CLEAR,0,0,ANGLE,Unspecified,N,Unspecified,1,MAKING U-TURN,Unspecified,PICKUP,N,19,1,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - SPOT LIGHTING,LVMPD,NO
806,INJURY CRASH,CLARK,1/8/16,SR599,0,AT INT,CLOUDY,0,2,ANGLE,PICKUP,W,54,0,GOING STRAIGHT,APPARENTLY NORMAL,CARRY-ALL,N,42,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,NO
846,PROPERTY DAMAGE ONLY,CLARK,1/8/16,US95S,900,E,CLEAR,0,0,REAR-END,"SEDAN, 2 DOOR",S,28,1,GOING STRAIGHT,OTHER IMPROPER DRIVING,"HATCHBACK, 4 DOOR",S,Unspecified,1,STOPPED,Unspecified,DRY,DARK - SPOT LIGHTING,NHP,NO
850,PROPERTY DAMAGE ONLY,CLARK,1/8/16,IR15S TO US95N/MLK N/S INT42,103,S,CLEAR,0,0,REAR-END,"SEDAN, 4 DOOR",S,30,0,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",S,49,0,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
829,PROPERTY DAMAGE ONLY,CLARK,1/8/16,CC215N,100,S,CLEAR,0,0,NON-COLLISION,Unspecified,Unspecified,Unspecified,0,GOING STRAIGHT,Unspecified,SEDAN,N,23,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
898,PROPERTY DAMAGE ONLY,CLARK,1/9/16,N EL CAPITAN WAY,115,S,CLEAR,0,0,NON-COLLISION,CONVERTIBLE,N,Unspecified,0,NOT REPORTED,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,Unspecified,Unspecified,LVMPD,NO
921,PROPERTY DAMAGE ONLY,CLARK,1/9/16,CC215N,2500,E,CLEAR,0,0,REAR-END,"SEDAN, 4 DOOR",W,17,1,GOING STRAIGHT,OTHER IMPROPER DRIVING,"SEDAN, 4 DOOR",W,17,1,GOING STRAIGHT,APPARENTLY NORMAL,WET,DAYLIGHT,NHP,NO
902,PROPERTY DAMAGE ONLY,CLARK,1/9/16,N TOWN CENTER DR,0,AT INT,CLEAR,0,0,ANGLE,CARRY-ALL,S,21,0,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",E,62,0,TURNING LEFT,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
879,PROPERTY DAMAGE ONLY,CLARK,1/9/16,SR612,0,AT INT,CLOUDY,0,0,ANGLE,PICKUP,W,31,0,TURNING LEFT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",N,19,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
880,PROPERTY DAMAGE ONLY,CLARK,1/9/16,E BONANZA RD,0,AT INT,CLEAR,0,0,ANGLE,"SEDAN, 4 DOOR",N,Unspecified,0,TURNING RIGHT,APPARENTLY NORMAL,VAN,E,Unspecified,0,GOING STRAIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,LVMPD,NO
897,PROPERTY DAMAGE ONLY,CLARK,1/9/16,MARYLAND PKWY,100,S,CLEAR,0,0,"SIDESWIPE, OVERTAKING",PICKUP,N,33,3,CHANGING LANES,Unspecified,"SEDAN, 4 DOOR",N,52,3,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,NO
906,PROPERTY DAMAGE ONLY,CLARK,1/9/16,IR15N,750,S,CLEAR,0,0,REAR-END,"SEDAN, 4 DOOR",N,25,0,GOING STRAIGHT,APPARENTLY NORMAL,COUPE,N,46,5,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
919,PROPERTY DAMAGE ONLY,CLARK,1/9/16,BLADENSBURG ST,300,N,CLEAR,0,0,ANGLE,CARRY-ALL,N,30,1,GOING STRAIGHT,Unspecified,PICKUP,Unspecified,Unspecified,1,PARKED,Unspecified,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,NO
920,PROPERTY DAMAGE ONLY,CLARK,1/9/16,ANNALEE AVE,80,W,CLEAR,0,0,ANGLE,CARRY-ALL,W,30,0,GOING STRAIGHT,Unspecified,"SEDAN, 4 DOOR",Unspecified,Unspecified,0,PARKED,Unspecified,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,NO
881,PROPERTY DAMAGE ONLY,CLARK,1/9/16,ALTA DR,0,AT INT,CLEAR,0,0,ANGLE,"SEDAN, 4 DOOR",W,Unspecified,0,GOING STRAIGHT,Unspecified,CARRY-ALL,S,53,0,TURNING LEFT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
885,PROPERTY DAMAGE ONLY,CLARK,1/9/16,TEDDY DR,200,S,CLEAR,0,0,"SIDESWIPE, OVERTAKING",CARRY-ALL,N,38,2,PASSING OTHER VEHICLE,APPARENTLY NORMAL,SEMI,N,47,2,TURNING RIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
894,INJURY CRASH,CLARK,1/9/16,SR595,12,S,CLEAR,0,1,ANGLE,CARRY-ALL,N,32,3,GOING STRAIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,YES
896,PROPERTY DAMAGE ONLY,CLARK,1/9/16,LAKE MEAD BLVD,275,W,CLEAR,0,0,REAR-END,Unspecified,E,Unspecified,3,GOING STRAIGHT,Unspecified,"SEDAN, 4 DOOR",E,45,3,STOPPED,APPARENTLY NORMAL,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,NO
903,INJURY CRASH,CLARK,1/9/16,IR15S,675,S,CLOUDY,0,5,REAR-END,"SEDAN, 4 DOOR",S,23,3,GOING STRAIGHT,APPARENTLY NORMAL,CARRY-ALL,S,43,3,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
905,INJURY CRASH,CLARK,1/9/16,IR15S,200,S,CLEAR,0,1,REAR-END,"SEDAN, 4 DOOR",S,19,1,GOING STRAIGHT,APPARENTLY NORMAL,CARRY-ALL,S,53,1,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
874,PROPERTY DAMAGE ONLY,CLARK,1/9/16,SR596,0,AT INT,CLEAR,0,0,REAR-END,Unspecified,S,Unspecified,0,GOING STRAIGHT,Unspecified,"SEDAN, 4 DOOR",S,37,0,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
878,INJURY CRASH,CLARK,1/9/16,OWENS AVE,0,AT INT,CLEAR,0,1,ANGLE,"SEDAN, 4 DOOR",W,77,0,TURNING LEFT,OTHER IMPROPER DRIVING,PICKUP,E,42,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
889,PROPERTY DAMAGE ONLY,CLARK,1/9/16,SR599,400,N,CLEAR,0,0,REAR-END,STATION WAGON,S,35,1,GOING STRAIGHT,APPARENTLY NORMAL,OTHER,S,23,1,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
914,PROPERTY DAMAGE ONLY,CLARK,1/9/16,US95S TO IR15S INT42,50,N,CLEAR,0,0,REAR-END,CARRY-ALL,S,41,1,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",S,46,1,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
916,INJURY CRASH,CLARK,1/9/16,SR599,0,AT INT,CLOUDY,0,3,REAR-END,VAN,S,56,0,GOING STRAIGHT,APPARENTLY NORMAL,PICKUP,S,22,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
917,INJURY CRASH,CLARK,1/9/16,US95N TO IR15N INT42,150,W,CLEAR,0,2,NON-COLLISION,CARRY-ALL,N,73,0,NOT REPORTED,HAD BEEN DRINKING,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DARK - SPOT LIGHTING,NHP,NO
918,INJURY CRASH,CLARK,1/9/16,SR579,0,AT INT,CLEAR,0,1,NON-COLLISION,MOTORSCOOTER,W,62,0,GOING STRAIGHT,APPARENTLY NORMAL,PICKUP,E,69,0,TURNING LEFT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
958,PROPERTY DAMAGE ONLY,CLARK,1/10/16,JONES BLVD,0,AT INT,CLEAR,0,0,ANGLE,Unspecified,Unspecified,Unspecified,0,TURNING LEFT,Unspecified,"SEDAN, 4 DOOR",N,58,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - SPOT LIGHTING,LVMPD,NO
964,INJURY CRASH,CLARK,1/10/16,SAHARA AVE,68,W,CLEAR,0,2,REAR-END,"SEDAN, 4 DOOR",E,54,1,GOING STRAIGHT,HAD BEEN DRINKING,PICKUP,E,33,1,STOPPED,APPARENTLY NORMAL,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,NO
973,INJURY CRASH,CLARK,1/10/16,E SUMMERLIN PKWY,900,W,CLEAR,0,1,NON-COLLISION,"SEDAN, 4 DOOR",E,22,0,NOT REPORTED,HAD BEEN DRINKING: DRUG INVOLVEMENT,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DARK - NO LIGHTING,NHP,NO
976,INJURY CRASH,CLARK,1/10/16,W SUMMERLIN PKWY TO BUFFALO DR,0,AT INT,CLEAR,0,1,ANGLE,VAN,N,38,0,GOING STRAIGHT,OTHER IMPROPER DRIVING,"HATCHBACK, 2 DOOR",W,18,0,TURNING LEFT,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
977,INJURY CRASH,CLARK,1/10/16,N TOWN CENTER DR,0,AT INT,CLOUDY,0,1,ANGLE,CARRY-ALL,S,17,0,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",E,58,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
941,INJURY CRASH,CLARK,1/10/16,MOJAVE RD,50,S,CLOUDY,0,1,REAR-END,PICKUP,N,37,1,GOING STRAIGHT,PHYSICAL IMPAIRMENT,OTHER,N,23,1,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
957,PROPERTY DAMAGE ONLY,CLARK,1/10/16,EASTERN AVE,245,S,CLEAR,0,0,REAR-END,Unspecified,N,Unspecified,3,GOING STRAIGHT,Unspecified,CARRY-ALL,N,30,3,STOPPED,APPARENTLY NORMAL,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,NO
970,PROPERTY DAMAGE ONLY,CLARK,1/10/16,BLADENSBURG ST,97,N,CLEAR,0,0,ANGLE,VAN,N,Unspecified,0,UNKNOWN,Unspecified,"SEDAN, 4 DOOR",Unspecified,Unspecified,0,PARKED,Unspecified,DRY,DARK - SPOT LIGHTING,LVMPD,NO
984,PROPERTY DAMAGE ONLY,CLARK,1/10/16,EASTERN AVE,0,AT INT,CLEAR,0,0,ANGLE,"HATCHBACK, 4 DOOR",N,54,0,GOING STRAIGHT,APPARENTLY NORMAL,"HARDTOP, 4 DOOR",S,47,0,TURNING LEFT,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
985,INJURY CRASH,CLARK,1/10/16,EASTERN AVE,40,N,CLEAR,0,1,ANGLE,COUPE,S,59,2,GOING STRAIGHT,APPARENTLY NORMAL,PICKUP,S,57,2,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
998,PROPERTY DAMAGE ONLY,CLARK,1/10/16,CIVIC CENTER DR,0,AT INT,CLOUDY,0,0,REAR-END,"SEDAN, 4 DOOR",Unspecified,Unspecified,2,GOING STRAIGHT,Unspecified,"SEDAN, 4 DOOR",S,20,2,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,NLPD,NO
939,INJURY CRASH,CLARK,1/10/16,SR589,0,AT INT,CLEAR,0,1,ANGLE,"SEDAN, 4 DOOR",E,65,0,TURNING LEFT,APPARENTLY NORMAL,PICKUP,W,49,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
